document_id,flavor_a,flavor_b,pair_key,sentence,matched_categories,matched_terms,is_same_sentence_pair,has_positive_expression,has_negative_expression,has_taste_role_explanation,review_title,review_url
R0213,ミルク,モヒート,ミルク||モヒート,AlFakher Mojitoの特徴,,,False,False,False,False,AlFakher Mojito(モヒート)レビュー,https://cloud-jp.net/alfakher-mojito-review/
R0213,ミルク,モヒート,ミルク||モヒート,AlFakher Mojitoを使ったMIX,,,False,False,False,False,AlFakher Mojito(モヒート)レビュー,https://cloud-jp.net/alfakher-mojito-review/
R0213,ミルク,モヒート,ミルク||モヒート,AlFakher Mojitoの特徴,,,False,False,False,False,AlFakher Mojito(モヒート)レビュー,https://cloud-jp.net/alfakher-mojito-review/
R0213,ミルク,モヒート,ミルク||モヒート,AlFakher Mojitoを使ったMIX,,,False,False,False,False,AlFakher Mojito(モヒート)レビュー,https://cloud-jp.net/alfakher-mojito-review/
R0213,ミルク,モヒート,ミルク||モヒート,AlFakher Mojitoを使ったMIXには、レモンやグレープフルーツ、シトラスティーなどでさっぱり仕上げるのがおすすめ。,evaluation:positive|experience:coolness|taste:acidity,おすすめ|さっぱり|シトラス,False,True,False,False,AlFakher Mojito(モヒート)レビュー,https://cloud-jp.net/alfakher-mojito-review/
R0213,ミルク,モヒート,ミルク||モヒート,DEBAJ CARDAMOM MILK(カルダモンミルク)レビュー,,,False,False,False,False,AlFakher Mojito(モヒート)レビュー,https://cloud-jp.net/alfakher-mojito-review/
R0213,ミルク,モヒート,ミルク||モヒート,ALFAKHER MOJITO(モヒート)レビュー,,,False,False,False,False,AlFakher Mojito(モヒート)レビュー,https://cloud-jp.net/alfakher-mojito-review/
R0214,ミルク,モヒート,ミルク||モヒート,DEBAJ CARDAMOM MILK(カルダモンミルク)レビュー,,,False,False,False,False,Golden Layalina BTS(ビーティーエス)レビュー,https://cloud-jp.net/goldenlayalina-bts-review/
R0214,ミルク,モヒート,ミルク||モヒート,ALFAKHER MOJITO(モヒート)レビュー,,,False,False,False,False,Golden Layalina BTS(ビーティーエス)レビュー,https://cloud-jp.net/goldenlayalina-bts-review/
R0216,ミルク,モヒート,ミルク||モヒート,DEBAJ CARDAMOM MILK(カルダモンミルク)レビュー,,,False,False,False,False,Al Fakher Rose(ローズ)レビュー,https://cloud-jp.net/alfakher-rose-review/
R0216,ミルク,モヒート,ミルク||モヒート,ALFAKHER MOJITO(モヒート)レビュー,,,False,False,False,False,Al Fakher Rose(ローズ)レビュー,https://cloud-jp.net/alfakher-rose-review/
R0070,ミント,ライム,ミント||ライム,・グレープ×ライム×ミント – スッキリとグレープを楽しみたい方に向けたミックス。,taste_role,ミックス,True,False,False,True,DOZAJ – Grape(グレープ)レビュー,https://cloud-jp.net/dozaj-grape/
R0170,ミント,ライム,ミント||ライム,・【旬-SHUN-】 LEMON(30%)　＋　【旬-SHUN-】MINT(30%) ＋　【AZURE】LIME(40%),,,True,False,False,False,旬-SHUN- LEMON,https://cloud-jp.net/shun-lemon/
R0210,ミント,ライム,ミント||ライム,Social Smoke Lime(ライム)を使ったMIXには、さっぱり系ではレモンやスイカ、オレンジ、ミント、グレープフルーツ、それ以外でもダブルアップルやハニー、アイススパイシーコーラ、ジンジャエールなど、幅広く活躍するフレーバーなので一度お試しあれ！,experience:coolness|taste:spicy,さっぱり|スパイシー,True,False,False,False,Social Smoke Lime(ライム)レビュー,https://cloud-jp.net/socialsmoke-lime-review/
R0051,メロン,レモン,メロン||レモン,・クールブリーズ×パイナップルグアバ×メロン – 瓜系の甘いミックスが清涼感とグアバの苦味でしっかりとまとまります。,experience:balance|experience:coolness|taste:bitterness|taste:sweetness|taste_role,まとまり|クール|ミックス|清涼感|甘い|苦味,False,False,False,True,MALAKI – Cool Breeze(クールブリーズ),https://cloud-jp.net/malaki-coolbreeze/
R0051,メロン,レモン,メロン||レモン,・クールブリーズ×ミント×レモン – レモンの酸味とミントの清涼感、そしてクールブリーズの特徴ある後味が調和されたミックスです。,experience:balance|experience:coolness|taste:acidity|taste_role,クール|ミックス|清涼感|調和|酸味,False,False,False,True,MALAKI – Cool Breeze(クールブリーズ),https://cloud-jp.net/malaki-coolbreeze/
R0132,メロン,レモン,メロン||レモン,DOZAJの中では、PearやTangerine、Lemonといったスッキリ系のフレーバーとの相性は抜群ですし、さらにIceやMintを足して、清涼感マシマシで吸っていただくのもオススメです。,experience:balance|experience:coolness|taste_role,清涼感|相性,False,False,False,True,DOZAJ – Cucumber(キューカンバー)レビュー,https://cloud-jp.net/dozaj-cucumber/
R0132,メロン,レモン,メロン||レモン,個人的には、やはりグアバ、メロン、スイカとミックスして、しっかり青臭く吸うのが好きです。,evaluation:positive|taste_role,ミックス|好き,False,True,False,True,DOZAJ – Cucumber(キューカンバー)レビュー,https://cloud-jp.net/dozaj-cucumber/
R0199,メロン,レモン,メロン||レモン,アルファーヘルのスイカを使ったミックスには、さっぱり系のミックスではグレープフルーツ、ミント、レモン、パッションフルーツなどがおすすめです。,evaluation:positive|experience:coolness|taste_role,おすすめ|さっぱり|ミックス,False,True,False,True,AlFakher Watermelon(スイカ)レビュー,https://cloud-jp.net/alfakher-watermelon-review/
R0199,メロン,レモン,メロン||レモン,他にもフルーツ系の甘いミックスであればオレンジ、メロン、ストロベリーなどがおすすめです。,evaluation:positive|taste:sweetness|taste_role,おすすめ|ミックス|甘い,False,True,False,True,AlFakher Watermelon(スイカ)レビュー,https://cloud-jp.net/alfakher-watermelon-review/
R0044,グレープ,ベリー,グレープ||ベリー,・ベリー×グレープ×グレナデン – ベリーとグレナデンの酸味を生かしつつ、グレープの優しい甘さのバランスを楽しむミックスです。,experience:balance|experience:smoothness|taste:acidity|taste_role,バランス|ミックス|優しい|酸味,True,False,False,True,MALAKI – Berry(ベリー),https://cloud-jp.net/malaki-berry/
R0142,グレープ,ベリー,グレープ||ベリー,Blue Skyはブルーベリー、アイスがミックスされたフレーバーです。,taste_role,ミックス,False,False,False,True,DOZAJ – Blue Sky(ブルースカイ)レビュー,https://cloud-jp.net/dozaj-bluesky-2/
R0142,グレープ,ベリー,グレープ||ベリー,これによってブルーベリーの香りがぼやけずに吸うことができます。,experience:aroma,香り,False,False,False,False,DOZAJ – Blue Sky(ブルースカイ)レビュー,https://cloud-jp.net/dozaj-bluesky-2/
R0142,グレープ,ベリー,グレープ||ベリー,あとはDecloudのWhite Grapeなんかも甘さっぱりになってとても美味しかったです。,experience:coolness,さっぱり,False,False,False,False,DOZAJ – Blue Sky(ブルースカイ)レビュー,https://cloud-jp.net/dozaj-bluesky-2/
R0209,グレープ,ベリー,グレープ||ベリー,Social Smoke(ソーシャルスモーク) Grape Chill(グレープチル)のレビューです。,,,False,False,False,False,Social Smoke Grape Chill(グレープチル)レビュー,https://cloud-jp.net/socialsmoke-grapechill-review/
R0209,グレープ,ベリー,グレープ||ベリー,Social Smoke Grape Chill(グレープチル)の特徴,,,False,False,False,False,Social Smoke Grape Chill(グレープチル)レビュー,https://cloud-jp.net/socialsmoke-grapechill-review/
R0209,グレープ,ベリー,グレープ||ベリー,Social Smoke Grape Chill(グレープチル)を使ったMIX,,,False,False,False,False,Social Smoke Grape Chill(グレープチル)レビュー,https://cloud-jp.net/socialsmoke-grapechill-review/
R0209,グレープ,ベリー,グレープ||ベリー,Social Smoke Grape Chill(グレープチル)の特徴,,,False,False,False,False,Social Smoke Grape Chill(グレープチル)レビュー,https://cloud-jp.net/socialsmoke-grapechill-review/
R0209,グレープ,ベリー,グレープ||ベリー,Social Smoke Grape Chill(グレープチル)を使ったMIX,,,False,False,False,False,Social Smoke Grape Chill(グレープチル)レビュー,https://cloud-jp.net/socialsmoke-grapechill-review/
R0209,グレープ,ベリー,グレープ||ベリー,Grape Chill(グレープチル)は単体で甘さとさっぱりさを兼ね備えているので、さっぱり系や甘さを活かしたMIXがおすすめです。,evaluation:positive|experience:coolness,おすすめ|さっぱり,False,True,False,False,Social Smoke Grape Chill(グレープチル)レビュー,https://cloud-jp.net/socialsmoke-grapechill-review/
R0209,グレープ,ベリー,グレープ||ベリー,ベリー系やマウンテンフォグ、ホワイトグミベア、レモン、ライムなどがおすすめです。,evaluation:positive,おすすめ,False,True,False,False,Social Smoke Grape Chill(グレープチル)レビュー,https://cloud-jp.net/socialsmoke-grapechill-review/
R0051,ミント,メロン,ミント||メロン,・クールブリーズ×パイナップルグアバ×メロン – 瓜系の甘いミックスが清涼感とグアバの苦味でしっかりとまとまります。,experience:balance|experience:coolness|taste:bitterness|taste:sweetness|taste_role,まとまり|クール|ミックス|清涼感|甘い|苦味,False,False,False,True,MALAKI – Cool Breeze(クールブリーズ),https://cloud-jp.net/malaki-coolbreeze/
R0051,ミント,メロン,ミント||メロン,・クールブリーズ×ミント×レモン – レモンの酸味とミントの清涼感、そしてクールブリーズの特徴ある後味が調和されたミックスです。,experience:balance|experience:coolness|taste:acidity|taste_role,クール|ミックス|清涼感|調和|酸味,False,False,False,True,MALAKI – Cool Breeze(クールブリーズ),https://cloud-jp.net/malaki-coolbreeze/
R0132,ミント,メロン,ミント||メロン,DOZAJの中では、PearやTangerine、Lemonといったスッキリ系のフレーバーとの相性は抜群ですし、さらにIceやMintを足して、清涼感マシマシで吸っていただくのもオススメです。,experience:balance|experience:coolness|taste_role,清涼感|相性,False,False,False,True,DOZAJ – Cucumber(キューカンバー)レビュー,https://cloud-jp.net/dozaj-cucumber/
R0132,ミント,メロン,ミント||メロン,個人的には、やはりグアバ、メロン、スイカとミックスして、しっかり青臭く吸うのが好きです。,evaluation:positive|taste_role,ミックス|好き,False,True,False,True,DOZAJ – Cucumber(キューカンバー)レビュー,https://cloud-jp.net/dozaj-cucumber/
R0199,ミント,メロン,ミント||メロン,アルファーヘルのスイカを使ったミックスには、さっぱり系のミックスではグレープフルーツ、ミント、レモン、パッションフルーツなどがおすすめです。,evaluation:positive|experience:coolness|taste_role,おすすめ|さっぱり|ミックス,False,True,False,True,AlFakher Watermelon(スイカ)レビュー,https://cloud-jp.net/alfakher-watermelon-review/
R0199,ミント,メロン,ミント||メロン,他にもフルーツ系の甘いミックスであればオレンジ、メロン、ストロベリーなどがおすすめです。,evaluation:positive|taste:sweetness|taste_role,おすすめ|ミックス|甘い,False,True,False,True,AlFakher Watermelon(スイカ)レビュー,https://cloud-jp.net/alfakher-watermelon-review/
R0021,オレンジ,ミント,オレンジ||ミント,また、”Premium+ Colorful”には、”Orange Tobacco(オレンジタバコ)”、”Green tobacco(グリーンタバコ)”、”Blue Tobacco(ブルータバコ)”の３種類があり、それぞれオレンジ、ミント、ブルーベリーのオリジナルフルーツエキスを使用することでそれぞれのカラーに着色されています。,,,True,False,False,False,Oduman blend – Choco Orange（チョコオレンジ） フレーバーレビュー・ミックス,https://cloud-jp.net/odumanblend-chocoorange/
R0060,オレンジ,ミント,オレンジ||ミント,MALAKI – Orange Mint(オレンジミント)の特徴,,,True,False,False,False,MALAKI – Orange Mint(オレンジミント),https://cloud-jp.net/malaki-orangemint/
R0060,オレンジ,ミント,オレンジ||ミント,MALAKI – Orange Mint(オレンジミント)のおすすめミックス,evaluation:positive|taste_role,おすすめ|ミックス,True,True,False,True,MALAKI – Orange Mint(オレンジミント),https://cloud-jp.net/malaki-orangemint/
R0060,オレンジ,ミント,オレンジ||ミント,MALAKI – Orange Mint(オレンジミント)の特徴,,,True,False,False,False,MALAKI – Orange Mint(オレンジミント),https://cloud-jp.net/malaki-orangemint/
R0060,オレンジ,ミント,オレンジ||ミント,MALAKI – Orange Mint(オレンジミント)のおすすめミックス,evaluation:positive|taste_role,おすすめ|ミックス,True,True,False,True,MALAKI – Orange Mint(オレンジミント),https://cloud-jp.net/malaki-orangemint/
R0060,オレンジ,ミント,オレンジ||ミント,MALAKI – Orange Mint(オレンジミント)はCLOUD SHOPにてご購入いただけます！,,,True,False,False,False,MALAKI – Orange Mint(オレンジミント),https://cloud-jp.net/malaki-orangemint/
R0210,オレンジ,ミント,オレンジ||ミント,Social Smoke Lime(ライム)を使ったMIXには、さっぱり系ではレモンやスイカ、オレンジ、ミント、グレープフルーツ、それ以外でもダブルアップルやハニー、アイススパイシーコーラ、ジンジャエールなど、幅広く活躍するフレーバーなので一度お試しあれ！,experience:coolness|taste:spicy,さっぱり|スパイシー,True,False,False,False,Social Smoke Lime(ライム)レビュー,https://cloud-jp.net/socialsmoke-lime-review/
R0074,ハニー,バニラ,ハニー||バニラ,・ジンジャーココナッツ×バニラ×ハニー – 甘さを前面に出しつつ、ピリッとしたジンジャーが後味をまとめてくれます。,,,True,False,False,False,DOZAJ – Ginger Coconuts(ジンジャーココナッツ)レビュー,https://cloud-jp.net/dozaj-gingercoconuts/
R0106,ハニー,バニラ,ハニー||バニラ,Tabu メロンを使ったおすすめのミックスは、ミルクや香港ミルクティー、バニラ、バナナ、ハニーなどでメロンジュースのような甘いミックスにしたり、,evaluation:positive|taste:sweetness|taste_role,おすすめ|ミックス|甘い,True,True,False,True,Tabu – Melon(メロン)レビュー,https://cloud-jp.net/tabu-melon/
R0198,ハニー,バニラ,ハニー||バニラ,AlFakher(アルファーヘル)のVanilla(バニラ)のレビューです。,,,False,False,False,False,AlFakher Vanilla(バニラ)レビュー,https://cloud-jp.net/alfakher-vanilla-review/
R0198,ハニー,バニラ,ハニー||バニラ,AlFakher(アルファーヘル) Vanilla(バニラ)の特徴,,,False,False,False,False,AlFakher Vanilla(バニラ)レビュー,https://cloud-jp.net/alfakher-vanilla-review/
R0198,ハニー,バニラ,ハニー||バニラ,AlFakher(アルファーヘル) Vanilla(バニラ)を使ったMIX,,,False,False,False,False,AlFakher Vanilla(バニラ)レビュー,https://cloud-jp.net/alfakher-vanilla-review/
R0198,ハニー,バニラ,ハニー||バニラ,AlFakher(アルファーヘル) Vanilla(バニラ)の特徴,,,False,False,False,False,AlFakher Vanilla(バニラ)レビュー,https://cloud-jp.net/alfakher-vanilla-review/
R0198,ハニー,バニラ,ハニー||バニラ,AlFakher(アルファーヘル) Vanilla(バニラ)を使ったMIX,,,False,False,False,False,AlFakher Vanilla(バニラ)レビュー,https://cloud-jp.net/alfakher-vanilla-review/
R0198,ハニー,バニラ,ハニー||バニラ,アルファーヘルのバニラを使ったミックスには、チャイやキャラメル、メロン、ハニー、ココナッツ、ミルク、チョコレートなど甘いフレーバーとの相性は抜群です。,experience:balance|taste:sweetness|taste_role,ミックス|甘い|相性,False,False,False,True,AlFakher Vanilla(バニラ)レビュー,https://cloud-jp.net/alfakher-vanilla-review/
R0054,カルダモン,チェリー,カルダモン||チェリー,癖の少ないグアバやキウイフルーツの甘み、苦味、チェリーのような酸味、メインの印象で、カルダモンのようなスパイシーさも若干感じられます。,taste:acidity|taste:bitterness|taste:spicy,スパイシー|苦味|酸味,False,False,False,False,MALAKI – Amazon(アマゾン),https://cloud-jp.net/malaki-amazon/
R0054,カルダモン,チェリー,カルダモン||チェリー,・アマゾン×キウイフルーツ×カルダモン – アマゾンに感じられたキウイの甘さとスパイシーなカルダモンの香りを足し、同系統の味わいで味の輪郭がはっきりとするミックスです。,experience:aroma|taste:spicy|taste_role,スパイシー|ミックス|香り,False,False,False,True,MALAKI – Amazon(アマゾン),https://cloud-jp.net/malaki-amazon/
R0062,カルダモン,チェリー,カルダモン||チェリー,・ガムシナモン×カルダモン×レバニーズボムシェル – スパイシーでフローラルなカルダモンとウッディな森林の香りを足したミックスです。,experience:aroma|taste:spicy|taste_role,スパイシー|ミックス|香り,False,False,False,True,MALAKI – Gum Cinnamon(ガムシナモン),https://cloud-jp.net/malaki-gumcinnamon/
R0062,カルダモン,チェリー,カルダモン||チェリー,・ガムシナモン×パンドラボックス×チェリー – チェリーの甘酸っぱさを足すことで、アメリカのお菓子のような面白い味わいを実現します。,taste_role,足す,False,False,False,True,MALAKI – Gum Cinnamon(ガムシナモン),https://cloud-jp.net/malaki-gumcinnamon/
R0047,グレープ,グレープミント,グレープ||グレープミント,MALAKI – Grape Mint(グレープミント)の特徴,,,True,False,False,False,MALAKI – Grape Mint(グレープミント),https://cloud-jp.net/malaki-grapemint/
R0047,グレープ,グレープミント,グレープ||グレープミント,MALAKI – Grape Mint(グレープミント)のおすすめミックス,evaluation:positive|taste_role,おすすめ|ミックス,True,True,False,True,MALAKI – Grape Mint(グレープミント),https://cloud-jp.net/malaki-grapemint/
R0047,グレープ,グレープミント,グレープ||グレープミント,MALAKI – Grape Mint(グレープミント)の特徴,,,True,False,False,False,MALAKI – Grape Mint(グレープミント),https://cloud-jp.net/malaki-grapemint/
R0047,グレープ,グレープミント,グレープ||グレープミント,MALAKI – Grape Mint(グレープミント)のおすすめミックス,evaluation:positive|taste_role,おすすめ|ミックス,True,True,False,True,MALAKI – Grape Mint(グレープミント),https://cloud-jp.net/malaki-grapemint/
R0047,グレープ,グレープミント,グレープ||グレープミント,MALAKI – Grape Mint(グレープミント)はCLOUD SHOPにてご購入いただけます！,,,True,False,False,False,MALAKI – Grape Mint(グレープミント),https://cloud-jp.net/malaki-grapemint/
R0107,グレープ,グレープミント,グレープ||グレープミント,tabu Grape Mint(グレープミント)の特徴,,,True,False,False,False,Tabu – Grape Mint(グレープミント)レビュー,https://cloud-jp.net/tabu-grapemint/
R0107,グレープ,グレープミント,グレープ||グレープミント,tabu Grape Mint(グレープミント)のおすすめミックス・組み合わせ,evaluation:positive|taste_role,おすすめ|ミックス|組み合わせ,True,True,False,True,Tabu – Grape Mint(グレープミント)レビュー,https://cloud-jp.net/tabu-grapemint/
R0107,グレープ,グレープミント,グレープ||グレープミント,tabu Grape Mint(グレープミント)の特徴,,,True,False,False,False,Tabu – Grape Mint(グレープミント)レビュー,https://cloud-jp.net/tabu-grapemint/
R0107,グレープ,グレープミント,グレープ||グレープミント,tabu Grape Mint(グレープミント)のおすすめミックス・組み合わせ,evaluation:positive|taste_role,おすすめ|ミックス|組み合わせ,True,True,False,True,Tabu – Grape Mint(グレープミント)レビュー,https://cloud-jp.net/tabu-grapemint/
R0107,グレープ,グレープミント,グレープ||グレープミント,Tabu(タブ) – Grape Mint(グレープミント)はCLOUD SHOPにてご購入いただけます！,,,True,False,False,False,Tabu – Grape Mint(グレープミント)レビュー,https://cloud-jp.net/tabu-grapemint/
R0048,ブルーベリー,ミントクリーム,ブルーベリー||ミントクリーム,・ガム×ブルーベリー×ミントクリーム – 清涼感のあるガムと、ブルーベリーの甘酸っぱくて爽やかな香りが良く合っています。,experience:aroma|experience:coolness,清涼感|爽やか|香り,True,False,False,False,MALAKI – Gum(ガム),https://cloud-jp.net/malaki-gum/
R0052,ブルーベリー,ミントクリーム,ブルーベリー||ミントクリーム,・ブルークラウド×ミントクリーム×バニラ – ブルーベリーのお菓子屋シェイクのようなミックスです。,taste_role,ミックス,True,False,False,True,MALAKI – Blue Cloud(ブルークラウド),https://cloud-jp.net/malaki-bluecloud/
R0095,アサイー,ベリー,アサイー||ベリー,また、ラズベリーやストロベリー、アサイーベリーなど他のベリー系のフレーバーとミックスするのもおすすめです。,evaluation:positive|taste_role,おすすめ|ミックス,True,True,False,True,Tabu – Berry Tic-Tac(ベリーティックタック)レビュー,https://cloud-jp.net/tabu-berrytictac/
R0177,アサイー,ベリー,アサイー||ベリー,アサイーベリー,,,True,False,False,False,Afzal(アフザル)のおすすめシーシャフレーバー,https://cloud-jp.net/afzal-recommended-flavor/
R0177,アサイー,ベリー,アサイー||ベリー,アサイーベリー,,,True,False,False,False,Afzal(アフザル)のおすすめシーシャフレーバー,https://cloud-jp.net/afzal-recommended-flavor/
R0177,アサイー,ベリー,アサイー||ベリー,最後に紹介するフレーバーは、アサイーベリーです。,,,True,False,False,False,Afzal(アフザル)のおすすめシーシャフレーバー,https://cloud-jp.net/afzal-recommended-flavor/
R0177,アサイー,ベリー,アサイー||ベリー,アサイーベリー単体で吸っても、美味しく吸えますが、MIXの汎用性が非常に高いフレーバーです。,,,True,False,False,False,Afzal(アフザル)のおすすめシーシャフレーバー,https://cloud-jp.net/afzal-recommended-flavor/
R0177,アサイー,ベリー,アサイー||ベリー,柑橘系のスッキリとフレーバーには、アサイーの酸味が生き、甘味の強いフレーバーには、ベリーの甘味が出ます。,experience:heaviness|taste:acidity,強い|酸味,True,False,False,False,Afzal(アフザル)のおすすめシーシャフレーバー,https://cloud-jp.net/afzal-recommended-flavor/
R0048,カルダモン,シナモン,カルダモン||シナモン,・ガム×シナモン×カルダモン – ガムシナモンにカルダモンを足したようなスパイシーでフローラルなミックス。,taste:spicy|taste_role,スパイシー|ミックス,True,False,False,True,MALAKI – Gum(ガム),https://cloud-jp.net/malaki-gum/
R0212,カルダモン,シナモン,カルダモン||シナモン,その他にも、カルダモンを活かしてパンラズナやヒノキ、カルダモン、シナモン、ラベンダーなどもおすすめです。,evaluation:positive,おすすめ,True,True,False,False,Debaj Cardamom Milk(カルダモンミルク)レビュー,https://cloud-jp.net/debaj-cardamommilk-review/
R0184,ウォーターメロン/スイカ,メロン,ウォーターメロン/スイカ||メロン,この記事では、ICE ROCKZのIce-Watermelon(アイスウォーターメロン)のレビューを紹介しています。,,,True,False,False,False,ICE ROCKZ Ice-Watermelon(アイスウォーターメロン)レビュー,https://cloud-jp.net/icerockz-icewatermelon/
R0184,ウォーターメロン/スイカ,メロン,ウォーターメロン/スイカ||メロン,ICE ROCKZ Ice-Watermelon(アイスウォーターメロン)の特徴,,,True,False,False,False,ICE ROCKZ Ice-Watermelon(アイスウォーターメロン)レビュー,https://cloud-jp.net/icerockz-icewatermelon/
R0184,ウォーターメロン/スイカ,メロン,ウォーターメロン/スイカ||メロン,ICE ROCKZ Ice-Watermelon(アイスウォーターメロン)を使ったおすすめMIX,evaluation:positive,おすすめ,True,True,False,False,ICE ROCKZ Ice-Watermelon(アイスウォーターメロン)レビュー,https://cloud-jp.net/icerockz-icewatermelon/
R0184,ウォーターメロン/スイカ,メロン,ウォーターメロン/スイカ||メロン,ICE ROCKZ Ice-Watermelon(アイスウォーターメロン)の特徴,,,True,False,False,False,ICE ROCKZ Ice-Watermelon(アイスウォーターメロン)レビュー,https://cloud-jp.net/icerockz-icewatermelon/
R0184,ウォーターメロン/スイカ,メロン,ウォーターメロン/スイカ||メロン,ICE ROCKZ Ice-Watermelon(アイスウォーターメロン)を使ったおすすめMIX,evaluation:positive,おすすめ,True,True,False,False,ICE ROCKZ Ice-Watermelon(アイスウォーターメロン)レビュー,https://cloud-jp.net/icerockz-icewatermelon/
R0184,ウォーターメロン/スイカ,メロン,ウォーターメロン/スイカ||メロン,ICE ROCKZ Ice-Watermelon(アイスウォーターメロン)は、メロンのような濃厚な甘味がしっかりと出るフレーバーなので、バニラやミルク、バナナなどで甘さを足したり、レモンやミントでさっぱりさせるのもおすすめです。,evaluation:positive|experience:coolness|taste:richness,おすすめ|さっぱり|濃厚,True,True,False,False,ICE ROCKZ Ice-Watermelon(アイスウォーターメロン)レビュー,https://cloud-jp.net/icerockz-icewatermelon/
R0184,ウォーターメロン/スイカ,メロン,ウォーターメロン/スイカ||メロン,ShiICE ROCKZ Ice-Watermelon(アイスウォーターメロン)は、,,,True,False,False,False,ICE ROCKZ Ice-Watermelon(アイスウォーターメロン)レビュー,https://cloud-jp.net/icerockz-icewatermelon/
R0199,ウォーターメロン/スイカ,メロン,ウォーターメロン/スイカ||メロン,AlFakher(アルファーヘル) Watermelon(スイカ)のレビューです。,,,False,False,False,False,AlFakher Watermelon(スイカ)レビュー,https://cloud-jp.net/alfakher-watermelon-review/
R0199,ウォーターメロン/スイカ,メロン,ウォーターメロン/スイカ||メロン,AlFakher(アルファーヘル) Watermelon(スイカ)の特徴,,,False,False,False,False,AlFakher Watermelon(スイカ)レビュー,https://cloud-jp.net/alfakher-watermelon-review/
R0199,ウォーターメロン/スイカ,メロン,ウォーターメロン/スイカ||メロン,AlFakher(アルファーヘル) Watermelon(スイカ)を使ったMIX,,,False,False,False,False,AlFakher Watermelon(スイカ)レビュー,https://cloud-jp.net/alfakher-watermelon-review/
R0199,ウォーターメロン/スイカ,メロン,ウォーターメロン/スイカ||メロン,AlFakher(アルファーヘル) Watermelon(スイカ)の特徴,,,False,False,False,False,AlFakher Watermelon(スイカ)レビュー,https://cloud-jp.net/alfakher-watermelon-review/
R0199,ウォーターメロン/スイカ,メロン,ウォーターメロン/スイカ||メロン,AlFakher(アルファーヘル) Watermelon(スイカ)を使ったMIX,,,False,False,False,False,AlFakher Watermelon(スイカ)レビュー,https://cloud-jp.net/alfakher-watermelon-review/
R0199,ウォーターメロン/スイカ,メロン,ウォーターメロン/スイカ||メロン,他にもフルーツ系の甘いミックスであればオレンジ、メロン、ストロベリーなどがおすすめです。,evaluation:positive|taste:sweetness|taste_role,おすすめ|ミックス|甘い,False,True,False,True,AlFakher Watermelon(スイカ)レビュー,https://cloud-jp.net/alfakher-watermelon-review/
R0055,オレンジ,タンジェリン,オレンジ||タンジェリン,・オレンジ×アイスオレンジクリーム×タンジェリン – オレンジやみかん系のフレーバーで、甘みの強いフレーバーとのミックス。,experience:heaviness|taste_role,ミックス|強い,True,False,False,True,MALAKI – Orange(オレンジ),https://cloud-jp.net/malaki-orange/
R0144,オレンジ,タンジェリン,オレンジ||タンジェリン,この場合は柚子やグレープフルーツ、オレンジ、ライムあたりが考えられます。,,,False,False,False,False,DOZAJ – Tangerine(タンジェリン)レビュー,https://cloud-jp.net/dozaj-tangerine/
R0144,オレンジ,タンジェリン,オレンジ||タンジェリン,DOZAJ(ドザジ) – Tangerine(タンジェリン)はCLOUD SHOPにてご購入いただけます！,,,False,False,False,False,DOZAJ – Tangerine(タンジェリン)レビュー,https://cloud-jp.net/dozaj-tangerine/
R0140,カプチーノ,バニラ,カプチーノ||バニラ,また、バニラ、キャラメル、ミルク、チョコでもったり甘々にしてもいいですし、意外なところでいうとグレープやベリー系統のフレーバーとの相性もいいです。,experience:balance|taste_role,相性,False,False,False,True,DOZAJ – Cappuccino(カプチーノ)レビュー,https://cloud-jp.net/dozaj-cappccino/
R0140,カプチーノ,バニラ,カプチーノ||バニラ,DOZAJ(ドザジ) – Cappuccino(カプチーノ)はCLOUD SHOPにてご購入いただけます！,,,False,False,False,False,DOZAJ – Cappuccino(カプチーノ)レビュー,https://cloud-jp.net/dozaj-cappccino/
R0155,カプチーノ,バニラ,カプチーノ||バニラ,こちらの記事では、TROY(トロイ)のCAPPUCCINO(カプチーノ)のフレーバーレビューをご紹介します。,,,False,False,False,False,TROY – CAPPUCCINO(カプチーノ)レビュー,https://cloud-jp.net/troy-cappuccino/
R0155,カプチーノ,バニラ,カプチーノ||バニラ,ミックスに関して、ビターさを出してあげるのであればYa LaylのCoffeeやDookahのCoffeeあたり、甘みを足すのであればAl fakherのVanillaやSocial SmokeのDulce de leche、AzureのChocolate Cakeあたりが鉄板かと思います。,taste:bitterness|taste_role,ビター|ミックス|足す,False,False,False,True,TROY – CAPPUCCINO(カプチーノ)レビュー,https://cloud-jp.net/troy-cappuccino/
R0155,カプチーノ,バニラ,カプチーノ||バニラ,TROY(トロイ) – CAPPUCCINO(カプチーノ)はCLOUD SHOPにてご購入いただけます！,,,False,False,False,False,TROY – CAPPUCCINO(カプチーノ)レビュー,https://cloud-jp.net/troy-cappuccino/
R0065,ゴールデンデリシャスアップル,シナモン,ゴールデンデリシャスアップル||シナモン,・ダブルアップル×ゴールデンデリシャスアップル×グアバ – 青リンゴの熟し切っていない甘さとグアバの風味がリコリスの風味をしっかりと引き立てます。,,,False,False,False,False,MALAKI – Double Apple(ダブルアップル),https://cloud-jp.net/malaki-doubleapple/
R0065,ゴールデンデリシャスアップル,シナモン,ゴールデンデリシャスアップル||シナモン,・ダブルアップル×シナモン×アップルサイダー – アップルパイ風ミックスです。,taste_role,ミックス,False,False,False,True,MALAKI – Double Apple(ダブルアップル),https://cloud-jp.net/malaki-doubleapple/
